acc_x,speed_x_km,time,acc_y,speed_y_km,speed,label
4.933154,0.0000,0,-2.9460795,0.0000,0,0
-1.6248639,-5.8495,1,-1.0824918,-3.8970,7,0
-0.5946599,-5.8495,1,-0.122409865,-3.8970,7,0
0.7384782,-3.1910,2,-0.22845554,-4.7194,6,0
0.101741076,-3.1910,2,0.7775676,-4.7194,6,0
0.15846956,-2.6205,3,0.34589112,-3.4742,4,0
0.078171015,-2.6205,3,-0.34917977,-3.4742,4,0
-0.66274977,-5.0064,4,-0.46277535,-5.1402,7,0
0.46731782,-5.0064,4,-0.23463994,-5.1402,7,0
-0.17189527,-5.6252,5,-0.40889418,-6.6122,9,0
0.8526788,-5.6252,5,-0.41677797,-6.6122,9,0
0.30885077,-4.5134,6,0.23902233,-5.7517,7,0
-0.40297937,-5.9641,7,-0.040392295,-5.8971,8,0
-0.6046126,-5.9641,7,0.84023064,-5.8971,8,0
0.16359544,-5.3751,8,0.47510707,-4.1868,7,0
-0.25059032,-5.3751,8,1.7221956,-4.1868,7,0
0.7984953,-2.5006,9,0.1821081,-3.5312,4,0
-0.29116774,-2.5006,9,1.694341,-3.5312,4,0
1.1801066,1.7478,10,1.6199347,2.3006,3,0
-1.2662845,1.7478,10,-1.4181135,2.3006,3,0
-1.9412715,-5.2408,11,-1.3333063,-2.4993,6,0
-0.16773546,-5.2408,11,-1.0927223,-2.4993,6,0
0.099909425,-4.8811,12,-0.90456706,-5.7557,8,0
-0.23394442,-4.8811,12,-0.092106625,-5.7557,8,0
-0.74943143,-7.5790,13,-0.33966783,-6.9786,10,0
-0.48120236,-9.3114,14,0.726062,-4.3647,10,0
-0.018947363,-9.3114,14,0.68598056,-4.3647,10,0
-0.34503925,-10.5535,15,-0.12613934,-4.8188,12,0
0.5063236,-10.5535,15,0.89916474,-4.8188,12,0
-0.7444526,-13.2335,16,0.30807012,-3.7098,14,0
-2.3109999,-13.2335,16,-0.000235908,-3.7098,14,0
-1.2354913,-17.6813,17,-1.1864295,-7.9809,19,0
-0.05797839,-17.6813,17,-1.2544351,-7.9809,19,0
0.73513544,-15.0348,18,-0.59420466,-10.1201,18,0
-0.18448567,-15.0348,18,-0.28631848,-10.1201,18,0
0.21474361,-14.2617,19,-0.17878866,-10.7637,18,0
0.19085145,-14.2617,19,-0.18170041,-10.7637,18,0
-0.26172924,-15.2040,20,-0.5900413,-12.8879,20,0
-0.250973,-16.1075,21,0.109036595,-12.4953,20,0
-0.3154993,-16.1075,21,-0.40621176,-12.4953,20,0
1.0180122,-12.4426,22,0.70333594,-9.9633,16,0
-0.97506404,-12.4426,22,0.13342544,-9.9633,16,0
-0.37907457,-13.8073,23,-0.45772478,-11.6111,18,0
0.24483013,-13.8073,23,0.65835357,-11.6111,18,0
0.45495677,-12.1694,24,0.4233096,-10.0872,16,0
-0.16050053,-12.1694,24,0.4032675,-10.0872,16,0
-0.7214869,-14.7668,25,-0.5823275,-12.1836,19,0
-0.10930574,-14.7668,25,0.63884765,-12.1836,19,0
0.1320141,-14.2915,26,-0.30378756,-13.2772,20,0
-0.104435205,-14.2915,26,-0.009786218,-13.2772,20,0
-0.18531281,-14.9587,27,0.6822442,-10.8211,18,0
1.0312804,-11.2461,28,0.72823286,-8.1995,14,0
0.024627209,-11.2461,28,0.4760384,-8.1995,14,0
1.158198,-7.0765,29,0.22727384,-7.3813,10,0
1.1000575,-7.0765,29,0.22532225,-7.3813,10,0
0.665429,-4.6810,30,0.49806526,-5.5883,7,0
0.8107588,-4.6810,30,0.3941303,-5.5883,7,0
-0.6773871,-7.1196,31,-0.56613946,-7.6264,10,0
-0.7798283,-7.1196,31,0.45677698,-7.6264,10,0
-0.62190557,-9.3585,32,-0.4506393,-9.2487,13,0
0.70113504,-9.3585,32,-0.16873932,-9.2487,13,0
1.8915246,-2.5490,33,1.1473792,-5.1181,6,0
-0.44840515,-4.1632,34,-0.0026173,-5.1275,7,0
-0.6348057,-4.1632,34,0.67214185,-5.1275,7,0
0.6373229,-1.8689,35,0.9423757,-1.7350,3,0
-1.1450831,-1.8689,35,-1.1350858,-1.7350,3,0
-1.561934,-7.4918,36,1.0792023,2.1501,8,0
-2.3862872,-7.4918,36,-1.1911907,2.1501,8,0
-2.8973424,-17.9223,37,-0.020120025,2.0777,18,0
-0.84673524,-17.9223,37,1.1123292,2.0777,18,0
-0.9487786,-21.3379,38,-1.1211964,-1.9586,21,0
-0.66064614,-21.3379,38,0.47948244,-1.9586,21,0
0.32185626,-20.1792,39,-0.004040621,-1.9731,20,0
-0.62467885,-20.1792,39,-0.8120796,-1.9731,20,0
0.661506,-17.7978,40,0.006389082,-1.9501,18,0
0.34187663,-16.5670,41,0.5163145,-0.0914,17,0
-1.1381806,-16.5670,41,0.89366126,-0.0914,17,0
1.1962264,-12.2606,42,-0.36534023,-1.4066,12,0
0.9723377,-12.2606,42,0.17520386,-1.4066,12,0
2.0955453,-4.7166,43,-0.03835237,-1.5447,5,0
0.6891172,-4.7166,43,0.004123271,-1.5447,5,0
-0.9347031,-8.0816,44,-0.4371791,-3.1186,9,0
0.10281992,-8.0816,44,0.45909715,-3.1186,9,0
-0.014435411,-8.1335,45,-0.950908,-6.5418,10,0
0.32654715,-8.1335,45,0.32304913,-6.5418,10,0
0.96308875,-4.6664,46,0.4298553,-4.9943,7,0
0.17647147,-4.6664,46,0.5752955,-4.9943,7,0
0.9191344,-1.3575,47,0.93255293,-1.6371,2,0
2.6182406,8.0681,48,2.4308987,7.1141,11,0
1.9347279,8.0681,48,0.7842797,7.1141,11,0
1.6863043,14.1388,49,1.2241917,11.5212,18,0
2.5924811,14.1388,49,0.79024184,11.5212,18,0
1.4067512,19.2031,50,0.5025584,13.3304,23,0
0.8868482,19.2031,50,0.51803625,13.3304,23,0
-1.0272081,15.5052,51,-0.055243492,13.1315,20,0
-1.5332457,15.5052,51,0.928036,13.1315,20,0
-1.5276446,10.0057,52,-0.38795257,11.7349,15,0
0.5042579,10.0057,52,0.22524488,11.7349,15,0
1.3128617,14.7320,53,-0.6251019,9.4845,18,0
0.38992918,14.7320,53,0.10109073,9.4845,18,0
0.08548367,15.0397,54,-1.1993814,5.1667,16,0
-0.41264224,13.5542,55,1.6265585,11.0224,17,0
-0.48421,13.5542,55,1.4568092,11.0224,17,0
-1.0362381,9.8238,56,0.08818948,11.3398,15,0
0.47458458,9.8238,56,0.6829182,11.3398,15,0
-0.2566589,8.8998,57,-0.72001874,8.7478,12,0
-0.32550082,8.8998,57,-0.71391904,8.7478,12,0
-0.728944,6.2756,58,-0.77842444,5.9454,9,0
-0.58216274,6.2756,58,-0.15954599,5.9454,9,0
1.2212067,10.6719,59,-0.16466856,5.3526,12,0
0.15069354,10.6719,59,0.25608444,5.3526,12,0
0.24779892,11.5640,60,0.37465924,6.7014,13,0
-0.37758067,10.2047,61,0.4206541,8.2158,13,0
0.25124454,10.2047,61,-1.0838859,8.2158,13,0
0.3612535,11.5052,62,-0.3177319,7.0719,14,0
0.390069,11.5052,62,1.3255444,7.0719,14,0
0.24759364,12.3966,63,0.77460706,9.8605,16,0
-0.044749975,12.3966,63,-0.51509464,9.8605,16,0
0.38730168,13.7908,64,0.006276071,9.8831,17,0
1.1234715,13.7908,64,0.5328438,9.8831,17,0
0.119714975,14.2218,65,0.83592296,12.8924,19,0
0.05827284,14.2218,65,-0.3320887,12.8924,19,0
0.6484823,16.5564,66,-0.11160147,12.4907,21,0
1.2564957,16.5564,66,0.51979375,12.4907,21,0
0.88845897,19.7548,67,0.16919601,13.0998,24,0
0.2569821,20.6799,68,-0.1243099,12.6523,24,0
-1.5508068,20.6799,68,-0.7700404,12.6523,24,0
0.53837967,22.6181,69,-0.070819944,12.3973,26,0
-2.2353997,22.6181,69,-2.6225307,12.3973,26,0
0.34413934,23.8570,70,0.25052288,13.2992,27,0
0.6799526,23.8570,70,-1.0601444,13.2992,27,0
-0.49350238,22.0804,71,-0.11575872,12.8825,26,0
0.18948174,22.0804,71,-0.31755272,12.8825,26,0
0.3959098,23.5057,72,0.10250321,13.2515,27,0
-0.096042156,23.5057,72,0.48772928,13.2515,27,0
-2.1764052,15.6706,73,-1.2252504,8.8406,18,0
-0.46546447,15.6706,73,0.22124556,8.8406,18,0
0.7124877,18.2356,74,0.16797096,9.4453,21,0
-0.32323945,17.0719,75,0.11686492,9.8660,20,0
-1.7656263,17.0719,75,-0.37063468,9.8660,20,0
0.43888128,18.6519,76,0.1629256,10.4525,21,0
0.6038188,18.6519,76,0.08533296,10.4525,21,0
1.0584856,22.4624,77,0.6238576,12.6984,26,0
-2.5702531,22.4624,77,0.123048544,12.6984,26,0
-0.5883533,20.3444,78,-0.9125505,9.4132,22,0
0.07427657,20.3444,78,-0.023941457,9.4132,22,0
0.099351406,20.7020,79,-0.3889095,8.0131,22,0
-0.99984616,20.7020,79,0.22399685,8.0131,22,0
-0.34422362,19.4628,80,-1.0760529,4.1393,20,0
0.621945,19.4628,80,0.2177471,4.1393,20,0
-0.15884256,18.8910,81,-0.1278511,3.6791,19,0
0.3085351,20.0017,82,0.6690208,6.0876,21,0
0.13886309,20.0017,82,0.06452134,6.0876,21,0
0.2125578,20.7669,83,0.6613016,8.4682,22,0
-1.1739001,20.7669,83,0.18183313,8.4682,22,0
0.16520143,21.3617,84,0.08641583,8.7793,23,0
-0.74853444,21.3617,84,-0.57277286,8.7793,23,0
-2.00992,14.1259,85,-0.19262809,8.0859,16,0
-0.25980926,14.1259,85,0.021986157,8.0859,16,0
-0.7795375,11.3196,86,-0.8605159,4.9880,12,0
0.072965264,11.3196,86,-0.3128336,4.9880,12,0
-1.0269365,7.6226,87,-0.109438896,4.5940,9,0
-1.2551696,3.1040,88,-0.35059828,3.3319,5,0
0.12499118,3.1040,88,0.4009652,3.3319,5,0
0.07858431,3.3869,89,0.1679191,3.9364,5,0
-0.019195676,3.3869,89,0.9062663,3.9364,5,0
-0.954956,-0.0509,90,0.87926555,7.1017,7,0
0.26113033,-0.0509,90,0.4742611,7.1017,7,0
0.35154867,1.2147,91,-0.63921416,4.8006,5,0
-0.63067853,1.2147,91,-0.018778443,4.8006,5,0
-0.030500889,1.1049,92,0.30376703,5.8941,6,0
-1.289685,1.1049,92,-0.115615636,5.8941,6,0
-0.30338907,0.0127,93,-0.110931456,5.4948,5,0
0.609426,0.0127,93,0.66215885,5.4948,5,0
1.2453699,4.4960,94,0.24906662,6.3914,8,0
-0.56093645,2.4766,95,-0.30215263,5.3037,6,0
-0.3489778,2.4766,95,-0.13491347,5.3037,6,0
-0.9998747,-1.1229,96,0.10331097,5.6756,6,0
-0.37709296,-1.1229,96,-0.07718876,5.6756,6,0
0.1658454,-0.5259,97,1.0683217,9.5216,10,0
-0.50528693,-0.5259,97,-0.502498,9.5216,10,0
0.54552734,1.4380,98,0.3603191,10.8187,11,0
0.56569004,1.4380,98,0.19770347,10.8187,11,0
-0.19473088,0.7370,99,0.060111776,11.0351,11,0
-0.89525217,0.7370,99,0.8138418,11.0351,11,0
-1.1076754,-3.2507,100,0.102330625,11.4035,12,0
-0.16928744,-3.2507,100,-0.64861035,11.4035,12,0
-0.36941272,-4.5805,101,-1.0454613,7.6398,9,0
-0.18624103,-5.2510,102,0.15898281,8.2122,10,0
0.5912616,-5.2510,102,1.1605201,8.2122,10,0
0.30055654,-4.1690,103,0.8744776,11.3603,12,0
0.5082655,-4.1690,103,0.84723324,11.3603,12,0
0.46527594,-2.4940,104,0.9880246,14.9172,15,0
1.6348356,-2.4940,104,0.8233796,14.9172,15,0
0.27278423,-1.5120,105,-0.86840117,11.7909,12,0
0.14330971,-1.5120,105,0.3106379,11.7909,12,0
0.22151637,-0.7145,106,-0.1322175,11.3150,11,0
-0.87528354,-0.7145,106,-1.0349618,11.3150,11,0
-0.52453035,-2.6028,107,-0.3676846,9.9913,10,0
-1.1108165,-2.6028,107,-0.2950815,9.9913,10,0
0.11844677,-2.1764,108,0.29510713,11.0537,11,0
-0.94268507,-5.5701,109,-0.82256925,8.0924,10,0
0.94948334,-5.5701,109,-0.252551,8.0924,10,0
-0.82633543,-8.5449,110,-2.0553443,0.6932,9,0
-0.44769895,-8.5449,110,-0.23048991,0.6932,9,0
-0.5651398,-10.5794,111,0.64710504,3.0228,11,0
0.024288774,-10.5794,111,-0.37834877,3.0228,11,0
-0.8651426,-13.6939,112,-0.38633198,1.6320,14,0
0.6980934,-13.6939,112,0.26479465,1.6320,14,0
0.40509462,-12.2356,113,-0.8195543,-1.3184,12,0
0.21581864,-12.2356,113,0.22475779,-1.3184,12,0
0.7551739,-9.5170,114,1.2963527,3.3484,10,0
-0.21097851,-9.5170,114,1.525346,3.3484,10,0
-0.114616156,-9.9296,115,0.07744706,3.6273,11,0
0.3717258,-8.5914,116,0.83368415,6.6285,11,0
-1.2199274,-8.5914,116,-0.11093432,6.6285,11,0
-0.56600654,-10.6290,117,1.1734192,10.8528,15,0
-0.49220324,-10.6290,117,0.49415994,10.8528,15,0
-0.4524958,-12.2580,118,0.18226802,11.5090,17,0
-0.03872633,-12.2580,118,1.104155,11.5090,17,0
0.5362265,-10.3276,119,-0.55118215,9.5247,14,0
1.5162001,-10.3276,119,-0.6167873,9.5247,14,0
1.1926036,-6.0342,120,-0.30191213,8.4378,10,0
-0.111887455,-6.0342,120,-0.46296084,8.4378,10,0
-0.7728926,-8.8166,121,-0.437751,6.8619,11,0
-1.6802438,-14.8655,122,-0.9497519,3.4428,15,0
-0.43703926,-14.8655,122,-0.30933052,3.4428,15,0
0.025582075,-14.7734,123,0.39271176,4.8566,16,0
-0.041906357,-14.7734,123,0.7844308,4.8566,16,0
-0.44848144,-16.3879,124,0.6266706,7.1126,18,0
0.3257618,-16.3879,124,0.28647316,7.1126,18,0
0.21991014,-15.5962,125,0.44876638,8.7282,18,0
-0.7502197,-15.5962,125,-0.25288218,8.7282,18,0
0.45788026,-13.9479,126,-0.13255823,8.2510,16,0
-0.86898947,-13.9479,126,-0.39067304,8.2510,16,0
-0.1644237,-14.5398,127,0.11209062,8.6545,17,0
0.12945437,-14.5398,127,-0.2682078,8.6545,17,0
0.8975003,-11.3088,128,0.10565305,9.0348,14,0
-0.11232734,-11.7132,129,0.08000988,9.3229,15,0
0.36923146,-11.7132,129,0.13370782,9.3229,15,0
-0.04753065,-11.8843,130,-0.90254694,6.0737,13,0
-1.434068,-11.8843,130,-0.23500597,6.0737,13,0
-0.719424,-14.4742,131,-0.31265676,4.9481,15,0
-0.02423501,-14.4742,131,0.7194964,4.9481,15,0
-2.003489,-21.6868,132,-1.4315805,-0.2055,22,0
0.59080505,-21.6868,132,-0.81345344,-0.2055,22,0
-0.38942766,-23.0887,133,-0.8579493,-3.2942,23,0
-1.1717485,-23.0887,133,-1.6960604,-3.2942,23,0
-0.93708,-26.4622,134,-0.89317477,-6.5096,27,0
-2.6852078,-26.4622,134,-0.235533,-6.5096,27,0
-2.099313,-34.0197,135,-0.9967143,-10.0978,35,0
-2.6120398,-43.4231,136,-0.025721729,-10.1904,45,0
-0.7398677,-43.4231,136,1.3327417,-10.1904,45,0
-1.1883842,-47.7012,137,-1.438625,-15.3694,50,0
-1.26089,-47.7012,137,-0.1453346,-15.3694,50,0
0.3511001,-46.4373,138,0.10805577,-14.9804,49,0
-0.4742744,-46.4373,138,-1.3817658,-14.9804,49,0
0.26002562,-45.5012,139,2.7709599,-5.0050,46,0
0.43747294,-45.5012,139,-0.53117573,-5.0050,46,0
1.1599375,-41.3254,140,-0.07919885,-5.2901,42,0
-0.0811069,-41.3254,140,-1.4759502,-5.2901,42,0
-1.1152251,-45.3402,141,0.61241245,-3.0854,45,0
0.06557977,-45.3402,141,-0.18764496,-3.0854,45,0
-1.1231012,-49.3834,142,-0.59272027,-5.2192,50,0
1.0234836,-45.6988,143,0.9024394,-1.9704,46,0
0.005556345,-45.6988,143,-0.07067929,-1.9704,46,0
0.012330771,-45.6545,144,0.048851274,-1.7945,46,0
-0.07141042,-45.6545,144,0.2701403,-1.7945,46,0
0.73912287,-42.9936,145,0.43837807,-0.2164,43,0
0.12841725,-42.9936,145,-0.80596346,-0.2164,43,0
-0.38435006,-44.3773,146,-0.7979759,-3.0891,44,0
0.56799436,-44.3773,146,-0.7635671,-3.0891,44,0
-0.30801678,-45.4861,147,0.29713914,-2.0194,46,0
-0.07703292,-45.4861,147,-0.29111025,-2.0194,46,0
-0.36783028,-46.8103,148,-0.111059666,-2.4192,47,0
0.62327254,-44.5665,149,-0.26485637,-3.3727,45,0
0.073449254,-44.5665,149,-0.7440124,-3.3727,45,0
0.4740256,-42.8601,150,0.541974,-1.4216,43,0
-0.11017203,-42.8601,150,-0.6860788,-1.4216,43,0
0.30949104,-41.7459,151,0.32975072,-0.2345,42,0
-1.0162668,-41.7459,151,-0.20013869,-0.2345,42,0
0.90842676,-38.4755,152,-0.35964292,-1.5292,39,0
-0.099675655,-38.4755,152,-0.04836425,-1.5292,39,0
-0.1801846,-39.1242,153,-0.3898878,-2.9328,39,0
-1.9070683,-39.1242,153,-1.6033976,-2.9328,39,0
-0.510329,-40.9614,154,-0.7576237,-5.6602,41,0
-0.25521362,-40.9614,154,-0.012183666,-5.6602,41,0
-0.25381076,-41.8751,155,0.79616594,-2.7940,42,0
-0.376352,-43.2300,156,-0.76224595,-5.5381,44,0
-0.9957027,-43.2300,156,-0.8332688,-5.5381,44,0
-0.27757055,-44.2292,157,-1.2646041,-10.0907,45,0
-0.29910886,-44.2292,157,0.5342967,-10.0907,45,0
0.34876406,-42.9737,158,0.3460778,-8.8448,44,0
-0.6136386,-42.9737,158,0.20602992,-8.8448,44,0
0.22911942,-42.1489,159,1.1469812,-4.7157,42,0
1.1726547,-42.1489,159,-0.108105354,-4.7157,42,0
-0.3546877,-43.4257,160,-0.5180464,-6.5806,44,0
-0.3210932,-43.4257,160,-0.75217336,-6.5806,44,0
0.21408367,-42.6550,161,-0.5882675,-8.6984,44,0
0.6286851,-42.6550,161,0.04788199,-8.6984,44,0
0.1085875,-42.2641,162,-0.61211646,-10.9020,44,0
0.5604267,-40.2466,163,-1.2272356,-15.3201,43,0
-1.0127023,-40.2466,163,-0.47161663,-15.3201,43,0
-0.043752074,-40.4041,164,-0.022560418,-15.4013,43,0
-1.0208405,-40.4041,164,-0.3660627,-15.4013,43,0
0.16000628,-39.8281,165,0.6783377,-12.9593,42,0
-0.018686056,-39.8281,165,0.32031968,-12.9593,42,0
0.12359834,-39.3831,166,0.401303,-11.5146,41,0
0.20924437,-39.3831,166,-0.30007708,-11.5146,41,0
0.432822,-37.8250,167,0.4263416,-9.9798,39,0
-0.22298932,-37.8250,167,-0.22828063,-9.9798,39,0
-0.674546,-40.2533,168,-0.60552186,-12.1596,42,0
0.98295546,-40.2533,168,0.31632358,-12.1596,42,0
0.22900033,-39.4289,169,0.7271996,-9.5417,41,0
-1.3153015,-44.1640,170,-0.94403034,-12.9402,46,0
-0.39384413,-44.1640,170,0.2904355,-12.9402,46,0
-0.42821503,-45.7056,171,-0.40514922,-14.3988,48,0
0.5629624,-45.7056,171,1.0313348,-14.3988,48,0
-0.31487644,-46.8391,172,-0.22420272,-15.2059,49,0
0.076051235,-46.8391,172,-1.4867306,-15.2059,49,0
-0.33166504,-48.0331,173,0.31223968,-14.0818,50,0
0.11739051,-48.0331,173,-0.10811675,-14.0818,50,0
0.40198743,-46.5860,174,-0.48926717,-15.8432,49,0
0.10857141,-46.5860,174,-0.013837535,-15.8432,49,0
0.20090139,-45.8627,175,-0.10922946,-16.2364,49,0
0.789613,-43.0201,176,0.71779513,-13.6524,45,0
-0.83912826,-43.0201,176,0.30953357,-13.6524,45,0
-0.085796356,-43.3290,177,-0.73327476,-16.2921,46,0
-0.5636817,-43.3290,177,-1.1530536,-16.2921,46,0
-0.674605,-45.7576,178,-0.3781833,-17.6536,49,0
0.7489872,-45.7576,178,0.7775284,-17.6536,49,0
-1.0490661,-49.5342,179,-0.8120072,-20.5768,54,0
-0.6071586,-49.5342,179,2.0007071,-20.5768,54,0
-0.6309858,-51.8058,180,-0.10072729,-20.9394,56,0
-0.23300362,-51.8058,180,-1.0755312,-20.9394,56,0
-0.038929224,-51.9459,181,-0.6663336,-23.3383,57,0
0.14722526,-51.9459,181,0.69420284,-23.3383,57,0
1.3341161,-47.1431,182,-0.1415723,-23.8479,53,0
0.5215554,-45.2655,183,0.13940394,-23.3461,51,0
-0.34894216,-45.2655,183,-0.3824355,-23.3461,51,0
0.15516281,-44.7069,184,0.4742343,-21.6388,50,0
-0.4419073,-44.7069,184,0.3562544,-21.6388,50,0
0.04711628,-44.5373,185,-0.22506526,-22.4490,50,0
-1.1028864,-44.5373,185,-0.11111134,-22.4490,50,0
